-0.0333;109.3333
46.0000;105.0000
21.0333;105.8500
31.0456;121.3997
23.7231;90.4086
0.0000;0.0000
60.2229;24.8610
-7.1167;-34.8667
0.0000;0.0000
40.7879;-74.0143
53.1835;50.1182
-4.5833;55.6667
37.4989;126.7831
-4.5833;55.6667
30.5801;114.2734
38.8511;115.4903
31.0456;121.3997
45.2667;27.9833
37.3387;-121.8914
-6.1744;106.8294
31.0456;121.3997
51.5142;-0.0931
30.7758;106.1029
50.4500;30.5233
42.1460;-76.0909
48.8582;2.3387
34.0522;-118.2437
49.9808;36.2527
38.7139;-9.1394
31.0456;121.3997
28.5500;115.9333
53.1835;50.1182
37.7510;-97.8220
23.7231;90.4086
25.0833;-77.3500
25.0392;121.5250
52.3500;4.9167
51.5142;-0.0931
-18.4167;-49.2167
-16.1833;-40.7000
28.0000;3.0000
21.0333;105.8500
46.5530;6.5956
50.4500;30.5233
39.7690;-75.8002
45.8696;-119.6880
36.6683;116.9972
48.8582;2.3387
30.2936;120.1614
46.5530;6.5956
23.0268;113.1315
48.0000;68.0000
38.8511;115.4903
-37.8103;144.9544
34.7725;113.7266
30.0081;31.2109
45.7500;126.6500
31.0456;121.3997
52.2000;0.1167
-4.5833;55.6667
22.5333;114.1333
43.4106;-80.5011
30.6667;104.0667
25.8338;-80.3017
34.0522;-118.2437
39.0728;114.8731
59.3294;18.0686
21.0333;105.8500
51.1953;6.8324
34.3378;108.7026
31.0456;121.3997
34.7725;113.7266
21.0333;105.8500
37.5985;126.9783
50.4500;30.5233
26.5833;106.7167
51.2993;9.4910
45.8696;-119.6880
50.4500;30.5233
37.5985;126.9783
37.7510;-97.8220
25.8500;114.9333
33.0362;-96.6712
50.4500;30.5233
34.6836;113.5325
42.2923;-83.7145
39.0437;-77.4875
48.8582;2.3387
39.1422;117.1767
45.7500;126.6500
21.0333;105.8500
46.5530;6.5956
48.8582;2.3387
1.2931;103.8558
32.0376;120.2800
52.3824;4.8995
51.3601;6.7793
49.9808;36.2527
39.9289;116.3883
50.8466;4.3528
-21.1667;-47.8000
36.6683;116.9972
36.0564;103.7922
-33.4500;-70.6667
36.0333;139.7333
25.7806;-80.1826
35.6900;139.6900
23.1167;113.2500
35.6900;139.6900
22.2500;114.1667
28.1792;113.1136
-6.1744;106.8294
52.2333;21.0167
39.9289;116.3883
30.2936;120.1614
32.8073;-117.1324
56.8575;60.6125
28.1792;113.1136
45.4643;9.1895
32.0617;118.7778
21.0333;105.8500
47.1449;8.1551
30.6667;104.0667
32.0617;118.7778
-20.8416;-49.5088
50.5167;16.8667
-22.9000;-43.2333
37.5985;126.9783
-4.5833;55.6667
30.5801;114.2734
30.5801;114.2734
13.0833;80.2833
28.1792;113.1136
39.0437;-77.4875
30.5801;114.2734
1.2931;103.8558
41.1034;-104.9059
51.8986;-8.4958
45.0428;41.9734
-8.6500;115.2167
-19.3000;-44.4000
34.0674;-118.2423
35.6900;139.6900
-6.6333;-51.9833
59.3294;18.0686
0.0000;0.0000
34.7725;113.7266
34.0167;113.8167
45.8696;-119.6880
-4.5833;55.6667
51.2993;9.4910
47.9917;37.7759
23.1167;113.2500
34.0522;-118.2437
51.2993;9.4910
49.2366;-122.8521
-15.6869;-43.1404
37.5985;126.9783
31.0456;121.3997
30.2936;120.1614
51.4964;-0.1224
25.8338;-80.3017
34.0115;-117.8535
42.8864;-78.8781
51.2167;-0.5667
-4.5833;55.6667
34.3378;108.7026
39.9289;116.3883
19.4342;-99.1386
23.1167;113.2500
-6.1744;106.8294
42.3000;24.9667
37.7510;-97.8220
48.8582;2.3387
23.0268;113.1315
32.8148;-96.8705
35.4639;48.8763
34.0674;-118.2423
37.7510;-97.8220
36.0986;120.3719
0.0000;0.0000
46.5530;6.5956
31.0456;121.3997
31.0456;121.3997
51.9981;5.9727
33.8138;-117.7986
46.5530;6.5956
20.0000;77.0000
59.9167;10.7500
52.3500;4.9167
48.8582;2.3387
21.0333;105.8500
18.9750;72.8258
30.6667;104.0667
52.3500;4.9167
48.7733;2.0739
42.7000;23.3333
31.0456;121.3997
18.9750;72.8258
36.6683;116.9972
50.4500;30.5233
50.4333;30.5167
42.7000;23.3333
31.0456;121.3997
47.9167;106.9167
52.3824;4.8995
46.6989;38.2792
23.0268;113.1315
20.0000;77.0000
51.2993;9.4910
46.5530;6.5956
55.7522;37.6156
-4.5833;55.6667
25.7806;-80.1826
37.7510;-97.8220
59.6451;33.5294
38.9122;121.6022
48.8582;2.3387
21.0333;105.8500
42.7000;23.3333
48.8582;2.3387
35.1547;126.9156
12.9000;79.3333
60.1708;24.9375
28.1792;113.1136
50.1167;8.6833
37.5985;126.9783
